Probeset	"Mix A (0% tumor, 0% noise)"	"Mix B (0% tumor, 0% noise)"	"Mix C (0% tumor, 0% noise)"	"Mix D (0% tumor, 0% noise)"	"Mix A (30% tumor, 0% noise)"	"Mix B (30% tumor, 0% noise)"	"Mix C (30% tumor, 0% noise)"	"Mix D (30% tumor, 0% noise)"	"Mix A (60% tumor, 0% noise)"	"Mix B (60% tumor, 0% noise)"	"Mix C (60% tumor, 0% noise)"	"Mix D (60% tumor, 0% noise)"	"Mix A (90% tumor, 0% noise)"	"Mix B (90% tumor, 0% noise)"	"Mix C (90% tumor, 0% noise)"	"Mix D (90% tumor, 0% noise)"	"Mix A (0% tumor, 30% noise)"	"Mix B (0% tumor, 30% noise)"	"Mix C (0% tumor, 30% noise)"	"Mix D (0% tumor, 30% noise)"	"Mix A (30% tumor, 30% noise)"	"Mix B (30% tumor, 30% noise)"	"Mix C (30% tumor, 30% noise)"	"Mix D (30% tumor, 30% noise)"	"Mix A (60% tumor, 30% noise)"	"Mix B (60% tumor, 30% noise)"	"Mix C (60% tumor, 30% noise)"	"Mix D (60% tumor, 30% noise)"	"Mix A (90% tumor, 30% noise)"	"Mix B (90% tumor, 30% noise)"	"Mix C (90% tumor, 30% noise)"	"Mix D (90% tumor, 30% noise)"	"Mix A (0% tumor, 60% noise)"	"Mix B (0% tumor, 60% noise)"	"Mix C (0% tumor, 60% noise)"	"Mix D (0% tumor, 60% noise)"	"Mix A (30% tumor, 60% noise)"	"Mix B (30% tumor, 60% noise)"	"Mix C (30% tumor, 60% noise)"	"Mix D (30% tumor, 60% noise)"	"Mix A (60% tumor, 60% noise)"	"Mix B (60% tumor, 60% noise)"	"Mix C (60% tumor, 60% noise)"	"Mix D (60% tumor, 60% noise)"	"Mix A (90% tumor, 60% noise)"	"Mix B (90% tumor, 60% noise)"	"Mix C (90% tumor, 60% noise)"	"Mix D (90% tumor, 60% noise)"	"Mix A (0% tumor, 90% noise)"	"Mix B (0% tumor, 90% noise)"	"Mix C (0% tumor, 90% noise)"	"Mix D (0% tumor, 90% noise)"	"Mix A (30% tumor, 90% noise)"	"Mix B (30% tumor, 90% noise)"	"Mix C (30% tumor, 90% noise)"	"Mix D (30% tumor, 90% noise)"	"Mix A (60% tumor, 90% noise)"	"Mix B (60% tumor, 90% noise)"	"Mix C (60% tumor, 90% noise)"	"Mix D (60% tumor, 90% noise)"	"Mix A (90% tumor, 90% noise)"	"Mix B (90% tumor, 90% noise)"	"Mix C (90% tumor, 90% noise)"	"Mix D (90% tumor, 90% noise)"
202178_at	289.47162	578.6518442	305.710594	327.1439183	687.2626431	889.6888001	698.629925	713.633252	1085.053666	1200.725756	1091.549256	1100.122586	1482.844689	1511.762712	1484.468587	1486.611919	288.8199184	582.5323167	304.8578963	326.5142642	687.2225431	889.0123903	703.5518027	712.7584617	1092.767299	1200.983529	1091.043764	1101.948132	1489.408556	1510.894854	1485.17058	1495.733115	306.5396392	577.656022	304.9666488	326.2593512	686.263316	888.6950912	3912.198341	738.4987274	1090.612965	1199.727847	1090.566514	1111.470995	1481.865073	1526.860629	1524.501412	1485.611984	288.4716201	928.4832567	304.7106066	326.164343	686.3001109	890.0890117	697.6687465	723.4079815	1122.53758	1201.372937	1095.41465	495915.83	1534.298408	1510.863208	1483.47429	1504.932058
202207_at	800.2088659	313.8352016	118.0538331	107.9540862	1177.386477	836.9249115	699.8779535	692.8081307	1554.564087	1360.014621	1281.702074	1277.662175	1931.741698	1883.104331	1863.526194	1862.51622	800.1848413	313.8540999	117.1528516	107.3652534	1178.698222	836.0889717	701.8789279	691.830872	1555.726965	1360.084023	1280.832964	1280.343295	1930.831517	1882.573148	1862.644215	1861.926342	800.9179331	314.1378101	117.0732409	106.9713749	1176.573663	835.9264144	698.8780015	691.8136002	1574.966753	1359.025021	1281.060031	1281.744734	1930.989993	1939.09127	1862.745142	3402.043681	2163.942039	312.8433778	117.0715995	13658.33486	1177.385471	836.7467975	12380.76661	691.8720295	1555.17726	1359.610948	1479.465051	1276.66265	1930.785349	1882.110622	1862.597943	1865.594417
202242_at	3138.49408	1054.150938	382.5375312	148.7431117	2318.407303	859.3671037	389.2377187	225.581625	1498.320526	664.583269	395.9379062	302.4201384	678.2337486	469.7994344	402.6380937	379.2586517	3137.622373	1053.157952	385.0112281	148.915383	2325.565277	858.5488483	388.3967378	232.6338608	1504.430872	664.1964545	395.6774258	301.4835742	677.4590933	1027.351361	402.3414881	378.6014899	3139.645545	1053.965815	2860.377372	298.8597594	2317.412064	858.3690652	398.1300533	262.1761483	1497.352862	663.711215	394.9380051	302.1042849	680.1698286	770.4328539	401.6532681	676.6467303	3137.499018	1053.166258	381.5375383	482.636114	2317.40775	977.8754837	391.4736232	224.8662973	1707.299517	666.4084805	399.6074283	301.4214505	677.302088	468.8898034	401.9966842	383.3528901
202283_at	2139.246753	1354.703983	1800.346101	1932.334743	1730.359682	1181.179743	1493.129225	1585.521274	1321.47261	1007.655502	1185.912349	1238.707806	912.5855389	834.1312619	878.6954736	891.8943378	2138.924516	1353.741155	1799.955423	1934.901695	1731.785897	1180.181112	1493.228882	1584.579979	1320.88159	1012.003315	1186.426358	1237.72267	911.8937048	840.2912048	896.5850758	890.9499254	2138.250386	1356.600966	2189.745189	1931.480587	1751.614735	1180.182633	1493.621967	3951.123786	1320.680468	1008.12812	1683.730972	1237.807507	911.6276851	884.6302752	877.7473077	4147.93681	2138.246756	1355.559106	1799.352297	1931.339279	1746.942939	1428474.293	1492.702291	1584.674328	1651.908815	1289.715465	844489.0743	1242.259506	1724475.864	836.3909313	986.9389277	890.8965181
202615_at	4504.087689	1909.264349	1435.268108	1615.853488	3807.780786	1991.404448	1659.607079	1786.016845	3111.473883	2073.544547	1883.946051	1956.180203	2415.16698	2155.684646	2108.285022	2126.34356	4512.381656	1940.163022	1448.475815	1616.516757	3806.884011	1990.430956	1659.461679	1786.498974	3111.006345	2076.970914	1884.382922	1955.956615	3341.058228	2155.336497	2108.297938	2126.209163	4503.101379	1908.32702	1434.400696	2012.96701	3822.852942	1990.419896	1658.607793	1785.01863	3110.589353	2074.451504	1883.164282	1955.902284	2414.173423	2154.825188	2107.285154	2126.000501	4503.087701	27444.86072	2287.219923	1615.85332	3806.787313	1990.404475	1659.100975	1785.016897	3111.043116	2072.761036	1962.851198	1955.180308	2414.347076	2154.714537	2107.285022	2391.303357
202620_s_at	334.1942739	622.9325249	763.901927	616.7469378	929.3055057	1131.422281	1230.100863	1127.09237	1524.416738	1639.912038	1696.299799	1637.437803	2119.527969	2148.401794	2162.498735	2147.783236	337.9430281	622.1115113	764.3789602	626.2084531	932.2169265	1190.712954	1229.183844	1129.677284	1523.477233	1639.191008	1695.493681	1636.43866	2119.012546	2147.575503	2164.129195	2146.911155	333.2693668	623.5900702	763.5415368	662.7140299	1375.967601	1130.535121	6803.518431	1126.103781	1523.421916	1640.308292	1709.713948	1636.614004	2118.530163	2175.665107	2161.543329	2146.783554	333.2334523	621.9327429	762.901927	615.808727	953.2196182	1147.364184	1229.536201	1126.095477	1523.416746	1638.912469	2143.606125	362665.7477	2118.641005	2162.919138	2161.528346	2146.80816
202718_at	2671.371959	854.4810338	843.1881093	810.8836763	2651.165807	1379.342159	1371.437112	1348.824009	2630.959655	1904.203285	1899.686115	1886.764342	2610.753503	2429.064411	2427.935118	2424.704675	2670.778022	853.8402818	844.9964709	1086.047141	2671.475898	1382.860288	1370.444943	1360.071937	2631.120117	1903.205958	1982.967735	1886.895916	2610.046033	2476.425162	2442.671871	2436.232423	2670.372059	853.8453724	842.1908711	1033.139083	2650.448704	1379.895035	1419.30482	1348.018918	2629.959936	1909.927294	1898.713956	1885.77489	2609.753528	2440.58946	2452.159779	2423.705288	3035.732757	853.4950331	842.2000164	809.8836862	2650.569423	1378.612158	1371.651162	1347.824017	2630.322399	1904.093215	347372.2592	1885.878696	2616.946493	2428.064446	2426.935194	2423.771397
202728_s_at	59.16714301	48.84630413	13.71623571	37.08783665	56.15935708	48.93476987	24.34372197	40.70384263	53.15157116	49.0232356	34.97120824	44.31984861	50.14378523	49.11170134	45.5986945	47.93585459	78.03044977	102.5482582	12.72872913	36.16564804	106.6089155	48.03557745	25.26455669	48.56664067	52.40031977	62.48447711	34.16081726	48.33614108	49.26476189	57.69232156	44.79688014	51.38585295	58.6336365	54.14687897	12.93036914	40.1803173	56.48845666	1152.67318	23.35228731	48.07018596	1851.938491	54.74671897	36.02619915	43.68595346	49.1561818	48.45388819	46.44603593	46.93866288	60.82661061	81.74995336	58.7432751	881989.9766	56.48038946	50.44837112	23.3437775	43.47114338	649.5088523	48.02634194	236827.0862	43.32110898	4932.650515	49.48464465	88.8171486	133497.8916
202746_at	7340.204442	3637.562836	2633.794978	1224.111052	5142.735264	2550.886139	1848.248639	861.4698907	2945.266085	1464.209443	1062.702299	498.8287291	747.7969064	377.5327458	277.15596	136.1875674	7341.307021	3636.770117	2713.4599	1234.414356	5147.343353	2549.979476	1847.290455	871.7060013	2988.588879	1474.759363	1063.477638	499.4703981	746.838814	377.9548806	286.6034768	135.2347908	7341.403679	3636.564855	2632.835392	1223.127173	5141.754259	2550.314792	1917.140246	860.5978984	2951.779381	1463.38233	1061.955251	497.8306661	749.6431682	1684.51858	525.9191552	135.2217659	7339.204465	3636.647953	2632.797934	1284.955778	17948.57298	2589.410731	1847.248639	888.7077512	9542750.68	1463.24199	1077.71155	498.0848979	746.7978883	376.5747627	347.7179344	137.2015031
202747_s_at	4167.115478	1650.554302	1830.386983	1260.955401	2924.023409	1162.430586	1288.313462	889.7113549	1680.93134	674.3068698	746.2399419	518.4673091	437.839271	186.1831534	204.1664215	147.2232632	4168.446078	1649.588284	1847.019926	1263.479607	2930.309166	1161.491014	1287.534622	891.6161566	1680.347503	673.6449963	756.962175	517.7771601	653.0409391	185.4395579	212.9037865	146.2515144	4168.415636	1653.49938	1829.393024	1701.997753	2923.105759	1178.070662	1324.821007	900.5904442	1688.365118	674.4088469	745.240933	517.5060697	436.8904312	192.0861979	203.3113158	358.5230467	4166.262579	1649.554311	1838.589	1259.955401	6018629.404	1161.430713	1287.313792	6209.358626	1680.043628	6991.501455	758.3577103	517.4718536	436.9385559	185.1845564	203.1706555	146.2233495
202888_s_at	1121.949439	633.8101757	957.3019581	1055.280326	797.2597331	455.5622488	682.0064965	750.5913542	472.5700273	277.314322	406.7110349	445.9023822	147.8803214	99.06639509	131.4155733	141.2134101	1120.950834	633.9942796	956.3399361	1054.677771	810.1409813	454.7648556	681.2547656	761.5324449	834.1547904	276.3712107	406.7756584	449.2343139	147.0231551	102.9192249	135.6115634	147.852536	1121.009851	672.0358132	995.8208815	1252.800728	802.2423683	750.5488731	688.5478034	1799.311656	471.5742264	310.1223917	407.2543444	444.960966	147.3921571	502.0028106	130.8317807	169.8389096	1504.922204	632.8124431	956.8586794	1054.358928	796.2764651	455.2463574	681.0171058	750.080017	476.5089187	276.3453901	287258.7781	444.902626	147.0526116	66977.33485	133.2296418	140.2148176
202897_at	595.6459823	277.1286123	512.3062377	554.0226081	515.3615707	292.3994117	457.0237495	486.2252088	435.0771592	307.6702112	401.7412614	418.4278095	354.7927476	322.9410106	346.4587732	350.6304102	594.6656425	292.9291054	512.5667985	553.2818663	514.6211073	299.987331	456.2089735	485.8304048	450.0109955	325.4776136	403.2013547	418.8234214	371.2612083	321.9610911	345.9592885	349.8110688	596.2226007	276.128647	511.3062457	553.024763	516.6334739	291.6723611	456.0237509	485.7895844	492.5023268	771.5926253	435.619355	417.7171885	353.9097569	321.9569917	345.4588848	349.753571	4255.736216	276.1286167	1417999.451	553.0758315	514.3625875	646582.8088	1020.714849	503.9949819	447.6700662	306.7515627	7378.083621	417.4278392	13679.78677	321.9410132	345.4593749	357.2322047
202917_s_at	1916.181183	919.2080828	1756.072398	2252.537454	1363.229404	665.3482333	1251.153254	1598.678793	810.2776239	411.4883838	746.2341097	944.8201322	257.3258443	157.6285343	241.3149657	290.9614714	2520.965614	928.1322573	1755.175228	2254.291539	1371.639801	665.1091056	1253.482949	1605.680436	814.4269393	411.4505389	747.7905436	944.3949484	257.6968739	156.6549878	301.9509053	290.1786233	1915.181294	932.1901597	1772.987679	2251.538906	1363.027724	666.7126517	1638.481171	1819.769055	811.4783341	414.2434492	4750.015038	945.3363946	256.3282067	268.0647764	241.011756	289.9619521	1915.18128	5670.833181	1755.270806	2347.038316	1362.229514	664.3622139	86529.70025	1597.683745	968.6838367	410.5004762	820.5391377	945.8667958	256.3275449	157.0226932	240.3150217	312.5607862
202935_s_at	132.4208129	391.8513123	467.3918912	333.090632	870.1578804	1051.75923	1104.637635	1010.626754	1607.894948	1711.667148	1741.883379	1688.162875	2345.632015	2371.575065	2379.129123	2365.698997	131.4414035	391.2846242	644.6504617	350.8668789	870.6973239	1050.8031	1115.300711	1009.786072	1609.796778	1710.797612	1741.031128	1690.998343	2344.673371	2372.158119	2378.460804	2372.31804	131.5933521	390.9478448	552.5336631	335.1770434	869.1579407	1066.0986	1111.745833	1063.496533	1650.585741	1717.142934	1741.046495	1694.212492	648961.2491	2370.75492	2378.129145	2364.765803	4630.054588	1581.526339	63977.49812	332.1177216	869.2640403	1053.250642	1103.638943	1205.314938	1610.449027	1727.986255	154745.1873	1733.591196	68500.17241	2904.69003	2391.193314	2364.71161
202936_s_at	18.61566603	389.1930708	533.0207519	355.8276339	1030.928503	1290.332686	1391.012063	1266.97688	2043.241339	2191.472301	2249.003374	2178.126126	3055.554176	3092.611916	3106.994684	3089.275373	19.93920107	525.9140761	534.7824277	354.8442283	1031.391403	1289.343455	1390.042416	1270.793111	2042.659699	2249.722688	2248.113813	2186.820388	3054.554505	3094.033743	3106.362056	3088.557529	152.4266573	498.1307635	532.0263066	356.1553716	1029.934133	1289.44023	1403.609367	1265.985882	2043.655212	2218.194455	2248.018403	8703.183018	3879.23526	3091.994076	3106.439902	3088.31028	17.66752017	1065.915247	532.0221232	7916.350577	1029.92896	1289.334389	1392.062139	6058.22636	2553.979698	2190.472579	2263.865138	2743.568656	3054.554213	3099.900208	3381.698591	3088.437856
203132_at	5083.87061	3436.254519	1948.203648	2086.616598	4166.327849	3012.996585	1971.360976	2068.250041	3248.785089	2589.738652	1994.518304	2049.883484	2331.242328	2166.480719	2017.675632	2031.516927	5086.43322	3435.301194	1962.017466	2085.845453	4167.591315	3012.048458	1970.556791	2067.254842	3255.941853	2590.384855	1993.676196	2054.046675	2330.39087	2167.008491	2061.821729	2030.576695	5084.443941	3435.261322	1947.31119	2085.616598	4169.023037	3012.097489	1970.367892	2067.310196	3247.963476	2589.708011	1993.519903	2048.929852	2330.264511	2165.480796	2026.440982	2031.073297	5116.173424	3439.03603	1947.203673	2389.171253	4165.330002	3014.983161	1978.859642	2067.250041	3247.78705	2588.76109	2088.936197	2048.883485	2330.242363	3450.334122	2016.690508	2057.243618
203140_at	1353.526503	2923.672298	942.4871893	1561.623768	2874.220259	3973.322315	2586.492739	3019.888344	4394.914015	5022.972333	4230.498289	4478.152921	5915.607771	6072.62235	5874.503839	5936.417497	1352.986261	2923.439054	944.2637303	1634.074369	2908.612704	3972.697134	2585.709822	3025.728292	4394.544086	5022.130795	4284.188571	4478.962088	5916.466618	6072.651213	5873.537706	5935.921641	2437.237053	2922.672339	941.4909086	1561.874574	2875.561916	3972.389461	2595.728264	3018.990813	4393.991318	5021.9814	4229.592422	4965.474726	5916.467156	6071.622355	5873.504119	5935.418587	1352.556969	2922.814048	1153.515293	1019520.114	4577.134372	4072.030365	3454.439868	3032.187965	4437.783956	5027.382771	4271.01355	4492.783816	6858.493208	6071.622706	11823.01245	5935.425218
203186_s_at	8521.862645	4572.947267	9448.710261	8856.387816	10580.26792	7816.027157	11229.06125	10814.43554	12638.6732	11059.10705	13009.41224	12772.48327	14697.07847	14302.18694	14789.76324	14730.53099	8532.011503	4585.759732	9454.529306	8856.725307	10580.85078	7824.358817	11229.24496	10815.70635	12640.5441	11058.1186	13008.46124	12772.05185	14704.61701	14314.23756	14789.23196	14731.87773	8520.862645	11085.8887	9521.797228	8857.960847	10579.43686	7815.082888	11228.06507	10814.52227	12747.33897	11058.62315	13012.58114	12771.48519	15162.84914	14347.58278	14788.80109	14854.63884	8535.600454	4571.947294	113120.5521	8855.387817	10579.50086	10804.60816	11374.07816	10813.44589	12898.12133	11058.11295	13008.41225	13012.59501	14696.55301	14301.31649	14799.52664	14734.87189
203290_at	2912.492987	6399.208263	1861.784463	4592.717563	2041.249788	4481.950481	1305.753822	3217.406991	1170.006589	2564.6927	749.7231801	1842.09642	298.7633909	647.4349185	193.6925386	466.7858485	2911.510332	6459.85822	1886.353892	4613.002412	2040.845308	4481.153401	1319.000186	3216.729037	1170.282565	2564.131767	748.9063595	1843.76574	298.372203	649.2252603	204.7801907	465.9395181	2911.498648	6428.616193	1861.04503	4642.273418	2040.276155	4481.031046	1413.519265	3216.424034	1169.336015	12071.70298	750.5769371	1842.483504	701.7940325	648.8664935	262.4247	467.9807966	2911.498318	13725.82042	1861.965734	4595.893814	2040.892107	4480.960946	1304.753822	3362.227644	1169.040221	2564.965409	103648.7298	1841.098262	434.8884361	646.5049936	192.7924665	562.309298
203434_s_at	518.5064252	1085.816209	301.4583352	724.2319826	364.6484785	761.7653271	212.7148154	508.6563687	210.7905318	437.7144452	123.9712957	293.0807547	56.93258502	113.6635634	35.22777601	77.50514076	521.7129809	1084.951939	344.02853	724.2233816	363.7762223	763.712577	830.2615471	507.9345153	210.0329528	595.7339525	150.8521631	292.5496803	57.13468668	113.8428514	34.23112798	77.39592323	518.2602295	1087.129705	301.2483831	774.1134954	363.6489683	760.8167653	243.2875358	507.6571523	210.1229642	436.7213514	123.0227613	292.1159561	74.86652171	130.9378722	45.45352406	173.182415	517.7204209	1091.892918	300.4594953	723.2320209	11796.03483	760.7653281	31217.43782	26640.34836	210.0065812	7414.218236	123.0132614	292.1143778	59.63421914	175.1228728	43.85022931	76.55290182
203435_s_at	311.4695345	994.0479668	73.69795007	401.2655804	221.0293702	698.8342728	54.58926112	283.8866024	130.589206	403.6205789	35.48057218	166.5076243	40.14904168	108.4068849	16.37188324	49.12864627	311.2816191	993.0632763	72.73076908	400.2931698	220.1105806	699.6953972	53.89937946	283.1382385	130.1664589	404.0920316	36.39804245	167.1608835	39.23733583	137.1719135	16.40046532	60.96482552	310.4698026	993.1790082	72.70297269	515.0609704	220.0735269	1510.538739	54.27384788	282.9326315	129.606169	560.5544727	34.50175473	165.5079324	55.56437315	110.6469575	15.37193535	48.1291421	310.4943111	993.047971	74.14238688	400.2658048	220.0313229	698.093897	53.58935957	286.6281103	135.8186875	423.1554237	34.57819834	165.5112097	39.24492449	107.9653577	15.40933911	48.12864863
203440_at	599.2743514	315.8060264	514.1795923	396.6524395	440.910054	242.4822266	381.3437227	299.0747157	282.5457567	169.1584267	248.507853	201.4969919	124.1814593	95.8346268	115.6719834	103.9192681	599.4662208	325.6552533	513.2459772	776.0698761	440.2211847	242.4967902	397.5902789	298.1087291	282.9580394	179.0967669	247.7932082	200.8600366	282.468636	94.84652728	127.7875427	266.7473174	615.4701822	314.8074805	517.4436354	395.6577705	439.9103767	241.5255412	380.447822	298.0749279	281.5762229	168.1589633	247.5210733	37566.44298	123.4661886	120.2266999	114.6722123	163.4335267	598.4357111	314.806657	517.958957	399.4319645	439.9132312	241.4841625	1052.93073	298.0762108	281.5836426	168.1656299	247.5115557	209.6121915	63699.67569	262.3822108	114.6719834	106.3341636
203510_at	120.7154729	521.0159134	111.6466244	220.5700569	5441.063457	5721.273765	5434.715263	5510.961666	10761.41144	10921.53162	10757.7839	10801.35327	16081.75942	16121.78947	16080.85254	16091.74488	143.1621229	520.1362944	113.6272666	221.8770758	5481.345786	5720.631448	5443.548184	5568.338848	10760.8007	10957.59878	10756.93574	10800.37461	16081.8791	16120.88899	16079.85363	16090.88714	315.1087939	520.7760491	122.6771629	229.8435202	5440.14757	5720.281167	5434.804355	5509.962022	10760.57182	11052.68881	10768.3117	10801.17101	16124.18413	16717.39823	16081.94329	16090.87916	120.1693409	520.016098	115.8981495	219.5701732	5441.21128	5720.431955	5435.247187	5605.249669	10760.41218	11023.26774	10756.78405	3481897904	16084.36999	16122.72567	16464.48762	16090.7449
203535_at	683.3944553	524.4774737	789.2901846	849.2464988	481.077048	369.8351609	555.2040584	597.1734784	278.7596406	215.192848	321.1179323	345.100458	76.44223327	60.55053511	87.03180619	93.02743762	688.389859	528.0602651	797.2283716	848.548597	480.1559469	370.493933	554.3466406	596.4559465	277.779131	215.4311543	421.3579995	354.1678019	80.14089656	59.60914172	87.20753679	92.07150645	682.3955541	524.7297355	788.315529	1474.239355	480.20243	1571.916854	988.1022013	601.5078245	277.8125962	245.9288903	322.5154052	4802.640701	77.30074684	60.34142591	86.04134508	113.0702054	682.3947003	83252.9564	1021.520279	848.3386457	3267.935314	369.7494615	862.6701122	597.1925782	23236.39291	78469.73278	9455.855183	344.1004884	18176.32668	165.9574202	90.1131991	556.7739355
203548_s_at	514.4384702	368.9963986	490.562806	473.9943607	360.8650465	259.0555963	344.1520815	332.5541698	207.2916227	149.1147941	197.741357	191.1139789	53.71819899	39.17399182	51.33063257	49.67378803	514.0750627	375.9999911	489.5819761	473.0681566	359.9290992	261.7666399	343.1740814	340.5918018	206.4460956	178.4464322	197.5485415	190.5301588	55.21970365	38.25489899	50.45830942	48.76129387	514.9164544	373.303512	489.5629635	473.0076917	37561.46651	261.1279608	169481.4817	331.882214	207.0648171	148.1350154	6816.569579	190.1622153	52.71847017	38.6943816	50.3910102	49.0746968	552.6893839	17065.09574	490.8129079	472.9996573	359.8684705	258.0555979	345.5789286	1990.804735	206.4673108	3935.548076	198.6968222	335.273866	52.73588029	38.17425674	50.64813056	48.67382712
203570_at	19.32759527	10.10627591	12.19351847	8.56789357	149.8442643	143.3893407	144.8504105	142.3124731	280.3609333	276.6724056	277.5073026	276.0570526	410.8776024	409.9554704	410.1641947	409.8016322	19.1566958	10.14316241	23.65671289	7.983958246	152.0055353	145.2452847	143.96645	141.584739	281.7533857	275.8416382	276.8456679	275.4187368	428.5415821	409.1918014	409.2060985	408.8951866	18.53841136	911.936168	121.9448839	7.64360963	154.6985767	142.4177639	143.8526885	141.319729	684.0031816	275.6765221	277.3490092	275.0887015	409.8967845	408.9588098	409.2982843	408.8182558	122.4779164	9.136459176	11.195397	12.36668446	148.8442668	144.1206297	155.9591233	16516288.03	1278.350035	275.6795054	276.741376	275.0571326	494.5494612	409.0309259	409.4056058	142952.0398
203641_s_at	357.769633	747.8063519	276.0118759	406.0961291	276.4001017	549.4258049	219.1696717	310.2286489	195.0305704	351.0452579	162.3274675	214.3611688	113.6610391	152.6647109	105.4852633	118.4936887	357.1781701	750.7215842	282.1514278	405.3505718	275.4423898	549.1955459	370.6615005	314.2379146	223.7696772	350.494621	161.3277466	215.1178593	113.2621116	152.0254328	135.5409893	132.4586452	1927.74484	899.8601422	4185.303077	1056.471927	330.5465643	548.4264303	476.0272645	14463.60797	194.0331951	7442.317821	176.3127023	213.3806867	113.1006738	1894.022005	104.7045129	128.1623652	23630.80083	746.8104463	300.2154477	405.1583054	292.3010034	730.4378456	1102.265012	326.020473	1480.492834	12058.40901	213.2009152	3529.381735	146.8234867	154.589776	104.5405761	120.77756
203642_s_at	631.9684541	1387.62939	369.4378881	918.3572317	521.4750452	1050.4377	337.703649	721.9471895	410.9816362	713.2460105	305.9694098	525.5371473	300.4882273	376.0543209	274.2351707	329.127105	631.0616458	1417.860472	371.7953905	917.8759717	520.9397245	1049.518952	336.7554822	721.7166438	411.198375	724.1338042	326.9184205	525.0023041	304.3376903	387.0503365	274.3941531	328.1886807	635.2887979	1467.411955	368.4388654	922.9511092	520.4990946	111138.1107	1363.339703	729.6694101	1033.515552	1180.028219	306.4678265	524.5371484	301.0617818	375.0556834	273.2438988	330.7349473	19834.12996	1386.649639	396.7714282	917.3628604	520.4753604	2125.9286	403.8365038	76840.26251	763.1346573	3915.806462	304.9703302	524.5378048	308.6421491	375.086134	273.2353343	329.3565548
203695_s_at	1245.497032	3129.44168	4249.17815	2691.258804	1276.164411	2594.925664	3378.741193	2288.197651	1306.831789	2060.409649	2508.304237	1885.136498	1337.499168	1525.893633	1637.86728	1482.075345	1253.852211	3128.646758	4252.888442	2690.290626	1280.285383	2593.950025	3379.379099	2288.098901	1306.852896	2059.890739	2512.101305	1884.652154	1336.509418	1541.497981	1637.234119	1483.33613	1244.525828	3130.338989	4248.184228	2713.855762	1275.412665	2593.978184	3384.00486	35370.52608	1305.8323	13879.82721	2507.976898	1904.244669	1336.50167	1525.756341	1645.857625	1495.277995	1244.497063	3157.012808	4248.210004	2690.27812	99509.67223	2643.596273	3377.741194	2287.316566	10106.17802	2059.451422	2507.310362	1884.138666	1336.505085	8367.363834	1956.733509	1482.344927
203716_s_at	26.53116679	33.58280849	142.7546436	12.40644236	69.71789394	74.65404313	151.0743277	59.83058684	112.9046211	115.7252778	159.3940118	107.2547313	156.0913482	156.7965124	167.7136959	154.6788758	235.0917853	33.08009703	141.8960415	98.34597499	69.30192938	78.78908988	193.9620713	59.55117674	115.1083066	114.9795649	159.5765962	106.4216355	160.2531112	161.3978028	166.8903445	153.8358484	65.74125377	64.68234857	143.7620398	11.5159106	68.84500787	76.97254584	150.0743281	61.65188322	112.1486668	114.7329499	185.4965766	106.2984841	155.0936567	155.8373547	166.7445176	293.5992628	89.41747586	33.14003138	302.9127211	17.08350437	68.71795739	74.38240782	159.315615	58.83161225	111.9247125	6483.295065	1570.652046	120.7910051	801.9782312	156.1296943	5581.20796	6423774.845
203760_s_at	822.6498655	390.3923816	498.4470789	399.8512668	583.634605	281.0543663	356.6926544	287.6755859	344.6193446	171.716351	214.9382299	175.4999051	105.6040841	62.3783357	73.18380543	63.32422421	823.0115184	396.2537033	498.5858791	399.5235249	582.6644484	284.1114893	359.1474174	407.4993579	345.2619117	171.1314178	213.9423357	176.1591874	104.7418817	64.14670875	72.24426589	62.5528516	822.387006	389.3925991	497.8178007	398.8683468	645.1974647	283.2678072	359.4101307	291.9067392	343.6906304	170.7523104	586.6347055	198.5569529	105.3178026	63.79915715	578.5183603	63.18037637	822.7887263	389.5510594	497.51734	1033.313941	583.5759099	394.4616405	153516.6618	286.6762761	4244690.355	3416322040	219.4610983	379.2522981	106.08103	61.38283902	72.27865797	62.32423217
203828_s_at	613.8651642	1420.09757	1994.572247	1172.724156	432.9224754	997.2851593	1399.417433	824.1237699	251.9797866	574.4727488	804.2626197	475.5233835	71.03709777	151.6603383	209.107806	126.922997	612.8991054	1428.69818	1995.038871	1172.860408	439.2660209	996.3000282	1404.363343	823.5380738	251.1946686	574.3173946	1000.440735	478.2209164	71.7172374	151.1441449	208.218786	135.7745666	613.4170023	1567.790855	1994.118913	1172.738752	436.8096958	1417.148994	1398.456497	1161.058954	250.985301	36733.48055	1114.203191	474.5302427	569.2427115	151.560296	245.1417995	137.5065231	615.5981056	1419.098098	1993.975374	1171.749605	128154.9018	117122.9023	214084.8929	2304.994075	275317376.5	573.4728435	803.2626216	474.5239857	148.1100675	2704861.34	208.1467007	207.3764489
